Ref,Val,Package,PosX,PosY,Rot,Side
"R55","2k2","R_2010_5025Metric",-188.500000,-38.000000,0.000000,bottom
"R56","2k2","R_2010_5025Metric",-188.500000,-44.000000,180.000000,bottom
"R57","2k2","R_2010_5025Metric",-188.500000,-50.000000,0.000000,bottom
"R58","2k2","R_2010_5025Metric",-188.500000,-56.000000,180.000000,bottom
"R59","2k2","R_2010_5025Metric",-188.500000,-62.000000,0.000000,bottom
"R60","2k2","R_2010_5025Metric",-188.500000,-68.000000,180.000000,bottom
"R61","2k2","R_2010_5025Metric",-188.500000,-74.000000,0.000000,bottom
"R62","2k2","R_2010_5025Metric",-188.500000,-80.000000,180.000000,bottom
"R63","2k2","R_2010_5025Metric",-188.500000,-86.000000,0.000000,bottom
"R64","2k2","R_2010_5025Metric",-173.500000,-38.000000,0.000000,bottom
"R65","2k2","R_2010_5025Metric",-173.500000,-44.000000,180.000000,bottom
"R66","2k2","R_2010_5025Metric",-173.500000,-50.000000,0.000000,bottom
"R67","2k2","R_2010_5025Metric",-173.500000,-56.000000,180.000000,bottom
"R68","2k2","R_2010_5025Metric",-173.500000,-62.000000,0.000000,bottom
"R69","2k2","R_2010_5025Metric",-173.500000,-68.000000,180.000000,bottom
"R70","2k2","R_2010_5025Metric",-173.500000,-74.000000,0.000000,bottom
"R71","2k2","R_2010_5025Metric",-173.500000,-80.000000,180.000000,bottom
"R72","2k2","R_2010_5025Metric",-173.500000,-86.000000,0.000000,bottom
"R73","2k2","R_2010_5025Metric",-158.500000,-38.000000,0.000000,bottom
"R74","2k2","R_2010_5025Metric",-158.500000,-44.000000,180.000000,bottom
"R75","2k2","R_2010_5025Metric",-158.500000,-50.000000,0.000000,bottom
"R76","2k2","R_2010_5025Metric",-158.500000,-56.000000,180.000000,bottom
"R77","2k2","R_2010_5025Metric",-158.500000,-62.000000,0.000000,bottom
"R78","2k2","R_2010_5025Metric",-158.500000,-68.000000,180.000000,bottom
"R79","2k2","R_2010_5025Metric",-158.500000,-74.000000,0.000000,bottom
"R80","2k2","R_2010_5025Metric",-158.500000,-80.000000,180.000000,bottom
"R81","2k2","R_2010_5025Metric",-158.500000,-86.000000,0.000000,bottom
"R82","2k2","R_2010_5025Metric",-143.500000,-38.000000,0.000000,bottom
"R83","2k2","R_2010_5025Metric",-143.500000,-44.000000,180.000000,bottom
"R84","2k2","R_2010_5025Metric",-143.500000,-50.000000,0.000000,bottom
"R85","2k2","R_2010_5025Metric",-143.500000,-56.000000,180.000000,bottom
"R86","2k2","R_2010_5025Metric",-143.500000,-62.000000,0.000000,bottom
"R87","2k2","R_2010_5025Metric",-143.474999,-68.000000,180.000000,bottom
"R88","2k2","R_2010_5025Metric",-143.500000,-74.000000,0.000000,bottom
"R89","2k2","R_2010_5025Metric",-143.500000,-80.000000,180.000000,bottom
"R90","2k2","R_2010_5025Metric",-143.500000,-86.000000,0.000000,bottom
"R91","2k2","R_2010_5025Metric",-128.500000,-38.000000,0.000000,bottom
"R92","2k2","R_2010_5025Metric",-128.500000,-44.000000,180.000000,bottom
"R93","2k2","R_2010_5025Metric",-128.500000,-50.000000,0.000000,bottom
"R94","2k2","R_2010_5025Metric",-128.500000,-56.000000,180.000000,bottom
"R95","2k2","R_2010_5025Metric",-128.500000,-62.000000,0.000000,bottom
"R96","2k2","R_2010_5025Metric",-128.500000,-68.000000,180.000000,bottom
"R97","2k2","R_2010_5025Metric",-128.500000,-74.000000,0.000000,bottom
"R98","2k2","R_2010_5025Metric",-128.500000,-80.000000,180.000000,bottom
"R99","2k2","R_2010_5025Metric",-128.500000,-86.000000,0.000000,bottom
"R100","2k2","R_2010_5025Metric",-113.500000,-38.000000,0.000000,bottom
"R101","2k2","R_2010_5025Metric",-113.500000,-44.000000,180.000000,bottom
"R102","2k2","R_2010_5025Metric",-113.500000,-50.000000,0.000000,bottom
"R103","2k2","R_2010_5025Metric",-113.500000,-56.000000,180.000000,bottom
"R104","2k2","R_2010_5025Metric",-113.500000,-62.000000,0.000000,bottom
"R105","2k2","R_2010_5025Metric",-113.500000,-68.000000,180.000000,bottom
"R106","2k2","R_2010_5025Metric",-113.500000,-74.000000,0.000000,bottom
"R107","2k2","R_2010_5025Metric",-113.500000,-80.000000,180.000000,bottom
"R108","2k2","R_2010_5025Metric",-113.500000,-86.000000,0.000000,bottom
"R109","2k2","R_2010_5025Metric",-98.500000,-38.000000,0.000000,bottom
"R110","2k2","R_2010_5025Metric",-98.500000,-44.000000,180.000000,bottom
"R111","2k2","R_2010_5025Metric",-98.500000,-50.000000,0.000000,bottom
"R112","2k2","R_2010_5025Metric",-98.500000,-56.000000,180.000000,bottom
"R113","2k2","R_2010_5025Metric",-98.500000,-62.000000,0.000000,bottom
"R114","2k2","R_2010_5025Metric",-98.500000,-68.000000,180.000000,bottom
"R115","2k2","R_2010_5025Metric",-98.500000,-74.000000,0.000000,bottom
"R116","2k2","R_2010_5025Metric",-98.500000,-80.000000,180.000000,bottom
"R117","2k2","R_2010_5025Metric",-98.500000,-86.000000,0.000000,bottom
"R118","2k2","R_2010_5025Metric",-83.500000,-38.000000,0.000000,bottom
"R119","2k2","R_2010_5025Metric",-83.500000,-44.000000,180.000000,bottom
"R120","2k2","R_2010_5025Metric",-83.500000,-50.000000,0.000000,bottom
"R121","2k2","R_2010_5025Metric",-83.500000,-56.000000,180.000000,bottom
"R122","2k2","R_2010_5025Metric",-83.500000,-62.000000,0.000000,bottom
"R123","2k2","R_2010_5025Metric",-83.500000,-68.000000,180.000000,bottom
"R124","2k2","R_2010_5025Metric",-83.500000,-74.000000,0.000000,bottom
"R125","2k2","R_2010_5025Metric",-83.500000,-80.000000,180.000000,bottom
"R126","2k2","R_2010_5025Metric",-83.500000,-86.000000,0.000000,bottom
"R127","2k2","R_2010_5025Metric",-68.500000,-38.000000,0.000000,bottom
"R128","2k2","R_2010_5025Metric",-68.500000,-44.000000,180.000000,bottom
"R129","2k2","R_2010_5025Metric",-68.500000,-50.000000,0.000000,bottom
"R130","2k2","R_2010_5025Metric",-68.500000,-56.000000,180.000000,bottom
"R131","2k2","R_2010_5025Metric",-68.500000,-62.000000,0.000000,bottom
"R132","2k2","R_2010_5025Metric",-68.500000,-68.000000,180.000000,bottom
"R133","2k2","R_2010_5025Metric",-68.500000,-74.000000,0.000000,bottom
"R134","2k2","R_2010_5025Metric",-68.500000,-80.000000,180.000000,bottom
"R135","2k2","R_2010_5025Metric",-68.500000,-86.000000,0.000000,bottom
"R136","2k2","R_2010_5025Metric",-53.500000,-38.000000,0.000000,bottom
"R137","2k2","R_2010_5025Metric",-53.500000,-44.000000,180.000000,bottom
"R138","2k2","R_2010_5025Metric",-53.500000,-50.000000,0.000000,bottom
"R139","2k2","R_2010_5025Metric",-53.500000,-56.000000,180.000000,bottom
"R140","2k2","R_2010_5025Metric",-53.500000,-62.000000,0.000000,bottom
"R141","2k2","R_2010_5025Metric",-53.500000,-68.000000,180.000000,bottom
"R142","2k2","R_2010_5025Metric",-53.500000,-74.000000,0.000000,bottom
"R143","2k2","R_2010_5025Metric",-53.500000,-80.000000,180.000000,bottom
"R144","2k2","R_2010_5025Metric",-53.500000,-86.000000,0.000000,bottom
"R145","2k2","R_2010_5025Metric",-38.500000,-38.000000,0.000000,bottom
"R146","2k2","R_2010_5025Metric",-38.500000,-44.000000,180.000000,bottom
"R147","2k2","R_2010_5025Metric",-38.500000,-50.000000,0.000000,bottom
"R148","2k2","R_2010_5025Metric",-38.500000,-56.000000,180.000000,bottom
"R149","2k2","R_2010_5025Metric",-38.500000,-62.000000,0.000000,bottom
"R150","2k2","R_2010_5025Metric",-38.500000,-68.000000,180.000000,bottom
"R151","2k2","R_2010_5025Metric",-38.500000,-74.000000,0.000000,bottom
"R152","2k2","R_2010_5025Metric",-38.500000,-80.000000,180.000000,bottom
"R153","2k2","R_2010_5025Metric",-38.500000,-86.000000,0.000000,bottom
"R154","2k2","R_2010_5025Metric",-23.500000,-38.000000,180.000000,bottom
"R155","2k2","R_2010_5025Metric",-23.500000,-44.250000,0.000000,bottom
"R156","2k2","R_2010_5025Metric",-23.500000,-50.000000,180.000000,bottom
"R157","2k2","R_2010_5025Metric",-25.000000,-57.500000,-90.000000,bottom
"R159","2k2","R_2010_5025Metric",-25.000000,-66.500000,-90.000000,bottom
"R160","2k2","R_2010_5025Metric",-23.500000,-74.000000,0.000000,bottom
"R161","2k2","R_2010_5025Metric",-23.500000,-80.000000,180.000000,bottom
"R162","2k2","R_2010_5025Metric",-23.500000,-86.000000,0.000000,bottom
"R171","2k2","R_2010_5025Metric",-286.500000,-33.000000,90.000000,bottom
"R172","2k2","R_2010_5025Metric",-286.500000,-25.500000,90.000000,bottom
"R173","2k2","R_2010_5025Metric",-292.500000,-25.500000,-90.000000,bottom
"R174","2k2","R_2010_5025Metric",-286.000000,-45.500000,-90.000000,bottom
"R175","2k2","R_2010_5025Metric",-286.000000,-78.500000,-90.000000,bottom
"R176","2k2","R_2010_5025Metric",-292.500000,-98.500000,-90.000000,bottom
"R177","2k2","R_2010_5025Metric",-286.500000,-98.500000,90.000000,bottom
"R178","2k2","R_2010_5025Metric",-286.500000,-91.000000,90.000000,bottom
"TH1","Thermistor_NTC","R_0805_2012Metric",-146.000000,-14.000000,90.000000,bottom
